"Timestamp";"Building_ID";"Energy_Usage_kWh_";"Temperature_C_";"Humidity_";"Building_Type";"Occupancy_Level";"Year";"Month";"Day";"Hour";"Weekday";"Is_Weekend";"Carbon_Emission_kg";"Adjusted_Energy_kWh";"Adjusted_Carbon_kg"
"2025-01-02 04:00:00";"B001";90.75;20.06;38.0;"Industrial";"Medium";2025;1;2;4;3;0;43.106249999999996;72.60000000000001;34.485
"2025-01-02 05:00:00";"B001";397.47;-2.33;53.07;"Industrial";"High";2025;1;2;5;3;0;188.79825;317.97600000000006;151.03860000000003
"2025-01-02 06:00:00";"B001";63.02;0.78;31.94;"Industrial";"Low";2025;1;2;6;3;0;29.9345;50.416000000000004;23.9476
"2025-01-02 07:00:00";"B001";281.24;25.85;50.28;"Industrial";"Low";2025;1;2;7;3;0;133.589;224.99200000000002;106.8712
"2025-01-02 08:00:00";"B001";134.38;23.78;44.16;"Industrial";"High";2025;1;2;8;3;0;63.830499999999994;107.504;51.0644
"2025-01-02 09:00:00";"B001";54.09;19.17;60.67;"Industrial";"Medium";2025;1;2;9;3;0;25.69275;43.272000000000006;20.5542
"2025-01-02 10:00:00";"B001";430.16;-6.42;72.42;"Industrial";"High";2025;1;2;10;3;0;204.326;344.12800000000004;163.4608
"2025-01-02 11:00:00";"B001";112.75;15.61;82.08;"Industrial";"Medium";2025;1;2;11;3;0;53.55625;90.2;42.845
"2025-01-02 12:00:00";"B001";466.62;19.7;53.33;"Industrial";"Medium";2025;1;2;12;3;0;221.6445;373.29600000000005;177.31560000000002
"2025-01-02 13:00:00";"B001";168.12;16.15;73.09;"Industrial";"High";2025;1;2;13;3;0;79.857;134.496;63.885600000000004
"2025-01-02 14:00:00";"B001";319.82;14.77;60.84;"Industrial";"Medium";2025;1;2;14;3;0;151.9145;255.856;121.5316
"2025-01-02 15:00:00";"B001";453.0;33.5;56.61;"Industrial";"Medium";2025;1;2;15;3;0;215.17499999999998;362.40000000000003;172.14000000000001
"2025-01-02 16:00:00";"B001";286.74;20.95;46.41;"Industrial";"Low";2025;1;2;16;3;0;136.2015;229.39200000000002;108.9612
"2025-01-02 17:00:00";"B001";73.25;-7.78;53.18;"Industrial";"Low";2025;1;2;17;3;0;34.793749999999996;58.6;27.835
"2025-01-02 18:00:00";"B001";386.28;-7.84;86.91;"Industrial";"Medium";2025;1;2;18;3;0;183.48299999999998;309.024;146.7864
"2025-01-02 19:00:00";"B001";53.06;24.37;60.84;"Industrial";"Medium";2025;1;2;19;3;0;25.2035;42.44800000000001;20.162800000000004
"2025-01-02 20:00:00";"B001";250.12;15.94;89.0;"Industrial";"High";2025;1;2;20;3;0;118.807;200.096;95.0456
"2025-01-02 21:00:00";"B001";356.58;22.22;66.44;"Industrial";"High";2025;1;2;21;3;0;169.3755;285.264;135.50039999999998
"2025-01-02 22:00:00";"B001";273.22;-9.65;59.53;"Industrial";"Low";2025;1;2;22;3;0;129.7795;218.57600000000002;103.8236
"2025-01-02 23:00:00";"B001";382.81;-0.51;80.5;"Industrial";"Medium";2025;1;2;23;3;0;181.83474999999999;306.248;145.46779999999998
"2025-01-03 00:00:00";"B001";416.66;8.78;48.58;"Industrial";"High";2025;1;3;0;4;0;197.9135;333.32800000000003;158.3308
"2025-01-03 01:00:00";"B001";110.2;32.9;34.36;"Industrial";"Low";2025;1;3;1;4;0;52.345;88.16000000000001;41.876000000000005
"2025-01-03 02:00:00";"B001";206.52;17.91;62.69;"Industrial";"Medium";2025;1;3;2;4;0;98.097;165.216;78.4776
"2025-01-03 03:00:00";"B001";180.38;0.74;42.81;"Industrial";"Low";2025;1;3;3;4;0;85.6805;144.304;68.5444
"2025-01-03 04:00:00";"B001";375.09;-9.67;60.55;"Industrial";"Low";2025;1;3;4;4;0;178.16774999999998;300.072;142.5342
"2025-01-03 05:00:00";"B001";225.91;33.94;87.28;"Industrial";"High";2025;1;3;5;4;0;107.30725;180.728;85.8458
"2025-01-03 06:00:00";"B001";249.98;3.65;73.0;"Industrial";"High";2025;1;3;6;4;0;118.74049999999998;199.984;94.9924
"2025-01-03 07:00:00";"B001";170.06;12.77;76.66;"Industrial";"Medium";2025;1;3;7;4;0;80.7785;136.048;64.6228
"2025-01-03 08:00:00";"B001";430.19;6.19;71.23;"Industrial";"Low";2025;1;3;8;4;0;204.34025;344.15200000000004;163.47220000000002
"2025-01-03 09:00:00";"B001";77.41;21.57;30.59;"Industrial";"Medium";2025;1;3;9;4;0;36.769749999999995;61.928;29.415799999999997
"2025-01-03 10:00:00";"B001";198.22;21.2;75.97;"Industrial";"High";2025;1;3;10;4;0;94.1545;158.57600000000002;75.32360000000001
"2025-01-03 11:00:00";"B001";111.67;28.8;78.97;"Industrial";"Low";2025;1;3;11;4;0;53.04325;89.33600000000001;42.4346
"2025-01-03 12:00:00";"B001";361.81;34.43;43.51;"Industrial";"Low";2025;1;3;12;4;0;171.85975;289.44800000000004;137.48780000000002
"2025-01-03 13:00:00";"B001";306.04;13.92;57.48;"Industrial";"Low";2025;1;3;13;4;0;145.369;244.83200000000002;116.29520000000001
"2025-01-03 14:00:00";"B001";388.31;15.57;46.48;"Industrial";"High";2025;1;3;14;4;0;184.44725;310.648;147.55780000000001
"2025-01-03 15:00:00";"B001";167.32;13.32;73.33;"Industrial";"Low";2025;1;3;15;4;0;79.47699999999999;133.856;63.581599999999995
"2025-01-03 16:00:00";"B001";306.19;18.43;61.12;"Industrial";"High";2025;1;3;16;4;0;145.44025;244.952;116.3522
"2025-01-03 17:00:00";"B001";154.79;12.14;48.61;"Industrial";"Low";2025;1;3;17;4;0;73.52525;123.832;58.82019999999999
"2025-01-03 18:00:00";"B001";106.08;19.36;33.16;"Industrial";"Low";2025;1;3;18;4;0;50.388;84.864;40.3104
"2025-01-03 19:00:00";"B001";299.29;3.41;57.3;"Industrial";"Medium";2025;1;3;19;4;0;142.16275000000002;239.43200000000002;113.7302
"2025-01-03 20:00:00";"B001";368.43;-5.22;76.55;"Industrial";"Medium";2025;1;3;20;4;0;175.00424999999998;294.744;140.0034
"2025-01-03 21:00:00";"B001";454.88;18.28;56.32;"Industrial";"Low";2025;1;3;21;4;0;216.06799999999998;363.904;172.8544
"2025-01-03 22:00:00";"B001";425.45;15.98;68.78;"Industrial";"Medium";2025;1;3;22;4;0;202.08874999999998;340.36;161.671
"2025-01-03 23:00:00";"B001";413.05;1.33;79.42;"Industrial";"Medium";2025;1;3;23;4;0;196.19875;330.44000000000005;156.95900000000003
"2025-01-04 00:00:00";"B001";86.65;9.58;47.56;"Industrial";"Medium";2025;1;4;0;5;1;41.15875;69.32000000000001;32.927
"2025-01-04 01:00:00";"B001";169.3;9.44;89.94;"Industrial";"High";2025;1;4;1;5;1;80.4175;135.44000000000003;64.334
"2025-01-04 02:00:00";"B001";123.51;-5.31;38.73;"Industrial";"Medium";2025;1;4;2;5;1;58.66725;98.808;46.9338
"2025-01-04 03:00:00";"B001";287.69;11.03;36.4;"Industrial";"High";2025;1;4;3;5;1;136.65275;230.15200000000002;109.3222
"2025-01-04 04:00:00";"B001";246.05;-4.19;74.54;"Industrial";"Low";2025;1;4;4;5;1;116.87375;196.84000000000003;93.49900000000001
"2025-01-04 05:00:00";"B001";83.88;-4.94;32.96;"Industrial";"High";2025;1;4;5;5;1;39.842999999999996;67.104;31.874399999999998
"2025-01-04 06:00:00";"B001";111.05;1.7;53.1;"Industrial";"High";2025;1;4;6;5;1;52.748749999999994;88.84;42.199
"2025-01-04 07:00:00";"B001";419.51;33.63;57.24;"Industrial";"High";2025;1;4;7;5;1;199.26725;335.608;159.41379999999998
"2025-01-04 08:00:00";"B001";307.48;31.96;81.49;"Industrial";"Medium";2025;1;4;8;5;1;146.053;245.98400000000004;116.84240000000001
"2025-01-04 09:00:00";"B001";203.43;34.9;45.81;"Industrial";"Low";2025;1;4;9;5;1;96.62925;162.74400000000003;77.30340000000001
"2025-01-04 10:00:00";"B001";468.8;-8.89;71.8;"Industrial";"High";2025;1;4;10;5;1;222.68;375.04;178.144
"2025-01-04 11:00:00";"B001";150.35;8.36;50.87;"Industrial";"Medium";2025;1;4;11;5;1;71.41624999999999;120.28;57.132999999999996
"2025-01-04 12:00:00";"B001";79.37;26.98;68.78;"Industrial";"Low";2025;1;4;12;5;1;37.70075;63.49600000000001;30.160600000000002
"2025-01-04 13:00:00";"B001";281.4;14.26;45.31;"Industrial";"Low";2025;1;4;13;5;1;133.665;225.12;106.932
"2025-01-04 14:00:00";"B001";460.32;9.76;32.4;"Industrial";"High";2025;1;4;14;5;1;218.652;368.25600000000003;174.9216
"2025-01-04 15:00:00";"B001";93.66;-7.11;65.56;"Industrial";"Medium";2025;1;4;15;5;1;44.488499999999995;74.928;35.590799999999994
"2025-01-04 16:00:00";"B001";74.8;9.21;58.14;"Industrial";"Low";2025;1;4;16;5;1;35.529999999999994;59.84;28.424
"2025-01-04 17:00:00";"B001";476.1;2.38;53.88;"Industrial";"Low";2025;1;4;17;5;1;226.1475;380.88000000000005;180.918
"2025-01-04 18:00:00";"B001";79.72;33.77;51.6;"Industrial";"Medium";2025;1;4;18;5;1;37.867;63.776;30.2936
"2025-01-04 19:00:00";"B001";347.81;26.76;74.97;"Industrial";"Medium";2025;1;4;19;5;1;165.20974999999999;278.248;132.1678
"2025-01-04 20:00:00";"B001";371.9;2.07;48.94;"Industrial";"Medium";2025;1;4;20;5;1;176.65249999999997;297.52;141.32199999999997
"2025-01-04 21:00:00";"B001";350.12;-5.39;30.72;"Industrial";"High";2025;1;4;21;5;1;166.307;280.096;133.0456
"2025-01-04 22:00:00";"B001";441.36;30.09;56.94;"Industrial";"High";2025;1;4;22;5;1;209.646;353.088;167.7168
"2025-01-04 23:00:00";"B001";272.29;29.12;74.21;"Industrial";"Medium";2025;1;4;23;5;1;129.33775;217.83200000000002;103.4702
"2025-01-05 00:00:00";"B001";160.09;8.96;80.33;"Industrial";"High";2025;1;5;0;6;1;76.04275;128.072;60.834199999999996
"2025-01-05 01:00:00";"B001";208.37;10.08;70.3;"Industrial";"Medium";2025;1;5;1;6;1;98.97574999999999;166.69600000000003;79.18060000000001
"2025-01-05 02:00:00";"B001";95.85;31.0;79.23;"Industrial";"Medium";2025;1;5;2;6;1;45.528749999999995;76.67999999999999;36.422999999999995
"2025-01-05 03:00:00";"B001";322.59;18.43;61.62;"Industrial";"Low";2025;1;5;3;6;1;153.23024999999998;258.072;122.5842
"2025-01-05 04:00:00";"B001";91.11;24.05;64.95;"Industrial";"Low";2025;1;5;4;6;1;43.277249999999995;72.888;34.6218
"2025-01-05 05:00:00";"B001";132.91;-7.43;65.27;"Industrial";"Low";2025;1;5;5;6;1;63.13224999999999;106.328;50.5058
"2025-01-05 06:00:00";"B001";57.87;-7.79;64.37;"Industrial";"Medium";2025;1;5;6;6;1;27.488249999999997;46.296;21.990599999999997
"2025-01-05 07:00:00";"B001";499.24;14.36;47.04;"Industrial";"High";2025;1;5;7;6;1;237.13899999999998;399.39200000000005;189.71120000000002
"2025-01-05 08:00:00";"B001";173.4;-8.8;74.11;"Industrial";"High";2025;1;5;8;6;1;82.365;138.72;65.892
"2025-01-05 09:00:00";"B001";427.28;22.2;71.22;"Industrial";"Medium";2025;1;5;9;6;1;202.95799999999997;341.824;162.3664
"2025-01-05 10:00:00";"B001";142.65;5.86;37.57;"Industrial";"Medium";2025;1;5;10;6;1;67.75875;114.12;54.207
"2025-01-05 11:00:00";"B001";187.62;24.17;67.18;"Industrial";"High";2025;1;5;11;6;1;89.1195;150.096;71.2956
"2025-01-05 12:00:00";"B001";332.76;-1.72;36.34;"Industrial";"High";2025;1;5;12;6;1;158.06099999999998;266.208;126.4488
"2025-01-05 13:00:00";"B001";321.02;4.5;76.61;"Industrial";"Medium";2025;1;5;13;6;1;152.4845;256.816;121.98759999999999
"2025-01-05 14:00:00";"B001";366.47;27.55;33.37;"Industrial";"Low";2025;1;5;14;6;1;174.07325;293.17600000000004;139.2586
"2025-01-05 15:00:00";"B001";273.75;32.76;48.0;"Industrial";"Low";2025;1;5;15;6;1;130.03125;219.0;104.02499999999999
"2025-01-05 16:00:00";"B001";191.37;33.11;32.01;"Industrial";"Medium";2025;1;5;16;6;1;90.90075;153.096;72.7206
"2025-01-05 17:00:00";"B001";144.46;25.5;76.47;"Industrial";"Medium";2025;1;5;17;6;1;68.6185;115.56800000000001;54.894800000000004
"2025-01-05 18:00:00";"B001";329.55;-7.84;59.01;"Industrial";"High";2025;1;5;18;6;1;156.53625;263.64000000000004;125.22900000000001
"2025-01-05 19:00:00";"B001";464.51;33.92;43.34;"Industrial";"High";2025;1;5;19;6;1;220.64225;371.608;176.5138
"2025-01-05 20:00:00";"B001";340.67;0.48;39.41;"Industrial";"Low";2025;1;5;20;6;1;161.81825;272.536;129.4546
"2025-01-05 21:00:00";"B001";207.85;27.47;59.6;"Industrial";"High";2025;1;5;21;6;1;98.72874999999999;166.28;78.98299999999999
"2025-01-05 22:00:00";"B001";467.61;-2.56;30.14;"Industrial";"Medium";2025;1;5;22;6;1;222.11475;374.088;177.6918
"2025-01-05 23:00:00";"B001";182.67;5.95;63.88;"Industrial";"High";2025;1;5;23;6;1;86.76825;146.136;69.4146
"2025-01-06 00:00:00";"B001";256.01;1.65;82.72;"Industrial";"Low";2025;1;6;0;0;0;121.60475;204.808;97.28379999999999
"2025-01-06 01:00:00";"B001";96.56;19.55;84.42;"Industrial";"High";2025;1;6;1;0;0;45.866;77.248;36.6928
"2025-01-06 02:00:00";"B001";150.39;14.56;71.04;"Industrial";"Low";2025;1;6;2;0;0;71.43525;120.312;57.148199999999996
"2025-01-06 03:00:00";"B001";185.71;-1.53;48.22;"Industrial";"Medium";2025;1;6;3;0;0;88.21225;148.568;70.5698
"2025-01-06 04:00:00";"B001";201.06;15.86;60.89;"Industrial";"High";2025;1;6;4;0;0;95.5035;160.848;76.4028
"2025-01-06 05:00:00";"B001";408.01;-3.64;37.82;"Industrial";"High";2025;1;6;5;0;0;193.80474999999998;326.408;155.0438
"2025-01-06 06:00:00";"B001";380.14;27.8;62.7;"Industrial";"Low";2025;1;6;6;0;0;180.5665;304.112;144.4532
"2025-01-06 07:00:00";"B001";124.22;-4.39;51.95;"Industrial";"Medium";2025;1;6;7;0;0;59.0045;99.376;47.2036
"2025-01-06 08:00:00";"B001";354.71;20.72;67.72;"Industrial";"High";2025;1;6;8;0;0;168.48725;283.768;134.78979999999999
"2025-01-06 09:00:00";"B001";96.25;-2.25;55.86;"Industrial";"High";2025;1;6;9;0;0;45.71875;77.0;36.574999999999996
"2025-01-06 10:00:00";"B001";113.27;9.12;50.5;"Industrial";"Medium";2025;1;6;10;0;0;53.80325;90.616;43.0426
"2025-01-06 11:00:00";"B001";361.3;20.34;88.8;"Industrial";"High";2025;1;6;11;0;0;171.6175;289.04;137.294
"2025-01-06 12:00:00";"B001";151.82;-4.07;83.22;"Industrial";"Medium";2025;1;6;12;0;0;72.11449999999999;121.456;57.6916
"2025-01-06 13:00:00";"B001";98.16;25.13;84.61;"Industrial";"Low";2025;1;6;13;0;0;46.626;78.528;37.3008
"2025-01-06 14:00:00";"B001";243.56;9.7;48.62;"Industrial";"Low";2025;1;6;14;0;0;115.691;194.848;92.5528
"2025-01-06 15:00:00";"B001";94.26;10.22;86.43;"Industrial";"Low";2025;1;6;15;0;0;44.7735;75.408;35.818799999999996
"2025-01-06 16:00:00";"B001";443.63;23.18;45.17;"Industrial";"Medium";2025;1;6;16;0;0;210.72424999999998;354.904;168.5794
"2025-01-06 17:00:00";"B001";170.6;31.05;67.99;"Industrial";"Medium";2025;1;6;17;0;0;81.035;136.48;64.82799999999999
"2025-01-06 18:00:00";"B001";207.29;4.21;77.48;"Industrial";"High";2025;1;6;18;0;0;98.46274999999999;165.832;78.77019999999999
"2025-01-06 19:00:00";"B001";218.89;18.2;38.77;"Industrial";"High";2025;1;6;19;0;0;103.97274999999999;175.112;83.17819999999999
"2025-01-06 20:00:00";"B001";155.76;19.35;54.31;"Industrial";"Medium";2025;1;6;20;0;0;73.98599999999999;124.608;59.1888
"2025-01-06 21:00:00";"B001";128.28;-7.92;64.78;"Industrial";"Medium";2025;1;6;21;0;0;60.933;102.62400000000001;48.7464
"2025-01-06 22:00:00";"B001";171.33;26.89;89.96;"Industrial";"Medium";2025;1;6;22;0;0;81.38175;137.06400000000002;65.1054
"2025-01-06 23:00:00";"B001";84.56;8.62;70.73;"Industrial";"Low";2025;1;6;23;0;0;40.166;67.64800000000001;32.1328
"2025-01-07 00:00:00";"B001";87.78;24.65;67.81;"Industrial";"Low";2025;1;7;0;1;0;41.695499999999996;70.224;33.3564
"2025-01-07 01:00:00";"B001";489.85;33.4;39.82;"Industrial";"Medium";2025;1;7;1;1;0;232.67875;391.88000000000005;186.14300000000003
"2025-01-07 02:00:00";"B001";284.78;-0.41;76.9;"Industrial";"Medium";2025;1;7;2;1;0;135.27049999999997;227.82399999999998;108.2164
"2025-01-07 03:00:00";"B001";220.24;-6.02;50.53;"Industrial";"Medium";2025;1;7;3;1;0;104.614;176.192;83.6912
"2025-01-07 04:00:00";"B001";238.52;13.16;72.54;"Industrial";"High";2025;1;7;4;1;0;113.297;190.81600000000003;90.6376
"2025-01-07 05:00:00";"B001";493.78;26.94;46.89;"Industrial";"Low";2025;1;7;5;1;0;234.54549999999998;395.024;187.63639999999998
"2025-01-07 06:00:00";"B001";114.63;19.61;73.65;"Industrial";"High";2025;1;7;6;1;0;54.44924999999999;91.70400000000001;43.559400000000004
"2025-01-07 07:00:00";"B001";467.94;12.35;80.58;"Industrial";"Medium";2025;1;7;7;1;0;222.27149999999997;374.35200000000003;177.8172
"2025-01-07 08:00:00";"B001";78.43;17.5;89.02;"Industrial";"High";2025;1;7;8;1;0;37.25425;62.74400000000001;29.803400000000003
"2025-01-07 09:00:00";"B001";212.55;18.68;34.24;"Industrial";"Medium";2025;1;7;9;1;0;100.96125;170.04000000000002;80.769
"2025-01-07 10:00:00";"B001";312.01;3.49;32.06;"Industrial";"Low";2025;1;7;10;1;0;148.20475;249.608;118.5638
"2025-01-07 11:00:00";"B001";417.23;9.44;77.78;"Industrial";"Medium";2025;1;7;11;1;0;198.18425;333.78400000000005;158.5474
"2025-01-07 12:00:00";"B001";450.96;26.61;72.9;"Industrial";"High";2025;1;7;12;1;0;214.206;360.76800000000003;171.3648
"2025-01-07 13:00:00";"B001";333.51;8.78;38.66;"Industrial";"Medium";2025;1;7;13;1;0;158.41725;266.808;126.73379999999999
"2025-01-07 14:00:00";"B001";339.67;2.47;56.98;"Industrial";"High";2025;1;7;14;1;0;161.34325;271.73600000000005;129.0746
"2025-01-07 15:00:00";"B001";381.22;4.4;60.36;"Industrial";"Low";2025;1;7;15;1;0;181.0795;304.97600000000006;144.86360000000002
"2025-01-07 16:00:00";"B001";481.59;-1.34;73.04;"Industrial";"High";2025;1;7;16;1;0;228.75525;385.272;183.0042
"2025-01-07 17:00:00";"B001";233.05;24.31;38.63;"Industrial";"High";2025;1;7;17;1;0;110.69875;186.44000000000003;88.55900000000001
"2025-01-07 18:00:00";"B001";475.47;18.45;56.12;"Industrial";"High";2025;1;7;18;1;0;225.84825;380.37600000000003;180.67860000000002
"2025-01-07 19:00:00";"B001";283.11;-9.66;55.36;"Industrial";"Low";2025;1;7;19;1;0;134.47725;226.48800000000003;107.5818
"2025-01-07 20:00:00";"B001";115.48;29.51;46.15;"Industrial";"High";2025;1;7;20;1;0;54.853;92.38400000000001;43.882400000000004
"2025-01-07 21:00:00";"B001";222.31;-2.0;51.1;"Industrial";"Medium";2025;1;7;21;1;0;105.59725;177.848;84.4778
"2025-01-07 22:00:00";"B001";332.61;27.35;54.94;"Industrial";"Medium";2025;1;7;22;1;0;157.98975;266.088;126.3918
"2025-01-07 23:00:00";"B001";382.52;-8.69;62.47;"Industrial";"Low";2025;1;7;23;1;0;181.69699999999997;306.016;145.3576
"2025-01-08 00:00:00";"B001";269.56;-0.81;67.61;"Industrial";"Low";2025;1;8;0;2;0;128.041;215.64800000000002;102.4328
"2025-01-08 01:00:00";"B001";498.04;11.61;59.15;"Industrial";"Medium";2025;1;8;1;2;0;236.569;398.432;189.2552
"2025-01-08 02:00:00";"B001";180.95;29.1;84.27;"Industrial";"Medium";2025;1;8;2;2;0;85.95124999999999;144.76;68.761
"2025-01-08 03:00:00";"B001";373.41;16.38;59.54;"Industrial";"Medium";2025;1;8;3;2;0;177.36975;298.728;141.8958
"2025-01-08 04:00:00";"B001";86.76;-0.2;45.02;"Industrial";"Medium";2025;1;8;4;2;0;41.211;69.408;32.9688
"2025-01-08 05:00:00";"B001";200.93;32.85;61.98;"Industrial";"High";2025;1;8;5;2;0;95.44175;160.74400000000003;76.35340000000001
"2025-01-08 06:00:00";"B001";336.69;30.44;57.39;"Industrial";"Medium";2025;1;8;6;2;0;159.92775;269.35200000000003;127.94220000000001
"2025-01-08 07:00:00";"B001";468.47;10.64;40.9;"Industrial";"High";2025;1;8;7;2;0;222.52325;374.77600000000007;178.01860000000002
"2025-01-08 08:00:00";"B001";149.21;-2.59;54.38;"Industrial";"Low";2025;1;8;8;2;0;70.87475;119.36800000000001;56.6998
"2025-01-08 09:00:00";"B001";470.11;31.97;37.51;"Industrial";"High";2025;1;8;9;2;0;223.30225;376.088;178.6418
"2025-01-08 10:00:00";"B001";87.9;34.31;69.98;"Industrial";"Low";2025;1;8;10;2;0;41.7525;70.32000000000001;33.402
"2025-01-08 11:00:00";"B001";371.7;9.34;48.39;"Industrial";"Low";2025;1;8;11;2;0;176.55749999999998;297.36;141.246
"2025-01-08 12:00:00";"B001";484.02;3.02;58.78;"Industrial";"Low";2025;1;8;12;2;0;229.90949999999998;387.216;183.92759999999998
"2025-01-08 13:00:00";"B001";353.04;17.65;83.55;"Industrial";"Low";2025;1;8;13;2;0;167.694;282.432;134.1552
"2025-01-08 14:00:00";"B001";279.12;-8.89;54.41;"Industrial";"High";2025;1;8;14;2;0;132.582;223.29600000000002;106.0656
"2025-01-08 15:00:00";"B001";289.99;34.82;78.03;"Industrial";"Low";2025;1;8;15;2;0;137.74525;231.99200000000002;110.1962
"2025-01-08 16:00:00";"B001";157.55;2.66;54.67;"Industrial";"Medium";2025;1;8;16;2;0;74.83625;126.04000000000002;59.86900000000001
"2025-01-08 17:00:00";"B001";466.28;6.48;36.22;"Industrial";"High";2025;1;8;17;2;0;221.48299999999998;373.024;177.1864
"2025-01-08 18:00:00";"B001";202.33;-9.68;70.82;"Industrial";"High";2025;1;8;18;2;0;96.10675;161.86400000000003;76.88540000000002
"2025-01-08 19:00:00";"B001";233.57;34.11;69.01;"Industrial";"Low";2025;1;8;19;2;0;110.94574999999999;186.856;88.75659999999999
"2025-01-08 20:00:00";"B001";64.18;-4.53;67.99;"Industrial";"Medium";2025;1;8;20;2;0;30.485500000000002;51.34400000000001;24.388400000000004
"2025-01-08 21:00:00";"B001";215.93;24.64;78.66;"Industrial";"Low";2025;1;8;21;2;0;102.56675;172.74400000000003;82.05340000000001
"2025-01-08 22:00:00";"B001";429.88;-3.73;61.21;"Industrial";"Low";2025;1;8;22;2;0;204.19299999999998;343.904;163.3544
"2025-01-08 23:00:00";"B001";352.56;21.01;50.49;"Industrial";"High";2025;1;8;23;2;0;167.46599999999998;282.048;133.9728
"2025-01-09 00:00:00";"B001";421.49;25.61;42.05;"Industrial";"Medium";2025;1;9;0;3;0;200.20775;337.192;160.1662
"2025-01-09 01:00:00";"B001";485.69;-3.35;86.45;"Industrial";"Low";2025;1;9;1;3;0;230.70274999999998;388.552;184.5622
